11,百,6,"一
白","ヒャク
ビャク
ピャク",もも,"M16.13,20.23c2.22,0.54,6.29,0.75,8.51,0.54c21.49-2.02,41.86-4.39,59.22-4.98c3.7-0.12,5.92,0.26,7.77,0.53
M52.31,21.75c0.19,1.38,0.19,2.5-0.38,3.93c-1.65,4.19-4.81,9.19-8.66,14.68
M30.75,42.82c0.96,0.96,1.64,2.45,1.72,4.19c0.41,8.74,0.96,32.92,1.18,43.74c0.05,2.48,0.08,4.12,0.1,4.5
M33.55,44.8c10.35-1.37,35.73-4.38,38.78-4.59c3.15-0.22,4.92,1.17,4.92,4.24c0,4.48-0.68,32-0.92,44.06c-0.06,3.02-0.1,5.05-0.11,5.48
M34.14,66.95c10.24-1.08,32.11-3.2,41.44-3.57
M34.97,92.87c8.78-0.87,30.53-2.12,40.06-2.39",sto,,false,"Genki kanji 1-3
JLPT 5"
12,千,3,"ノ
十",セン,ち,"M70.38,10.17c-0.13,1.58-0.83,2.64-2.17,3.67c-5.71,4.41-21.46,11.91-41.57,16.82
M12.13,50.83c3.36,0.94,7.21,0.75,10.63,0.49c17.76-1.34,37.63-4.16,66.24-4.94c3.08-0.08,6.08-0.14,9.13,0.38
M54.56,25.25c1.03,1.03,2.01,3,2.01,5.18c0,0.9-0.07,46.38-0.19,63.58c-0.02,2.93-0.04,5.04-0.06,5.99",tysiąc,,false,"Genki kanji 1-3
JLPT 5"
13,万,3,"｜
ノ
一","マン
バン",よろず,"M14.38,24.73c2.3,0.54,6.52,0.78,8.81,0.54c21.57-2.27,44.44-5.64,64.9-5.98c3.83-0.06,6.12,0.26,8.04,0.53
M51,41.5c1.45,0.7,3.19,1.43,5.19,1.74c7.31,1.14,17.05,1.94,22.64,1.5c4.64-0.37,6.38,1.08,5.17,4.73C77.88,68,72.75,78.75,63.87,90.4c-7.6,9.97-10.12,3.22-12.62,0.2
M51.75,25.5c0.5,2,0.22,3.78-0.21,5.89C48.95,43.8,34.75,73.38,13.56,87.97","dziesięć tysięcy
bardzo dużo
wszystko",,false,"Genki kanji 1-3
JLPT 5"
14,円,4,"冂
亠
一
｜",エン,"まる.い
まる
まど
まど.か
まろ.やか","M21.75,19.8c0.91,0.91,1.47,3.23,1.5,5.45c0.2,13.9,0.03,47.69,0.03,62.5c0,2-0.03,4.99-0.03,6
M24.06,21.56c15.07-1.68,49.46-5.58,57.92-6.31c2.9-0.25,4.78,1.88,4.78,4.27c0,13.48,0,53.21,0,67.48c0,9.75-4.25,6.5-8.5,1.5
M52.25,20.75c0.88,0.88,1.5,2,1.5,3.71c0,6.76,0,27.54,0,31.04
M24.75,59.75c14.62-1.75,43-4.25,60.5-5.25","yen
koło
okrągły",,false,"Genki kanji 1-3
JLPT 5"
15,時,10,"寸
土
日",ジ,"とき
-どき","M16,29.84c0.75,0.66,1.21,1.62,1.21,3.07c0,1.18-0.16,30.08-0.21,40.85c-0.01,2.42-0.02,3.95-0.02,4.08
M17.78,30.74c4.65-0.63,16.12-2.07,17.6-2.25c1.52-0.18,3,1.5,2.88,2.57c-0.24,2.17-0.36,24.9-0.35,40.79c0,1.63-0.12,3.35-0.12,4.43
M18.75,52c4.5-0.75,13.5-2.12,18.22-2.35
M17.8,74.52c6.2-0.92,11.45-1.89,18.94-2.7
M51.44,29.03c1.37,0.44,3.63,0.34,5,0.19c9.79-1.09,16.34-2.34,25.62-3.08c2.27-0.18,3.9-0.04,5.04,0.18
M67.59,11.37c0.89,0.9,1.59,2.24,1.59,3.75c0,8.39,0.03,27.02,0.03,27.6
M45.38,45.35c1.49,0.44,4.21,0.59,5.71,0.44c11.29-1.16,25.66-3.29,39.2-3.99c2.48-0.13,3.97,0.21,5.21,0.43
M46,60.99c1.43,0.46,4.04,0.58,5.49,0.46c12.01-1.07,26.89-3.07,39.07-3.89c2.38-0.16,4.41,0.22,5.6,0.44
M78.07,46.08c1.11,1.11,1.66,2.56,1.71,5.06c0.23,12.03-0.09,34.43-0.09,38.52c0,9.83-5.42,2.19-7.66-0.04
M56.75,70.38c2.87,1.76,6.55,6.38,7.27,9.12","godzina
czas",,false,"Genki kanji 1-3
JLPT 5"
16,日,4,日,"ニ
ニッ
ニチ
ジツ","ひ
-び
-か","M31.5,24.5c1.12,1.12,1.74,2.75,1.74,4.75c0,1.6-0.16,38.11-0.09,53.5c0.02,3.82,0.05,6.35,0.09,6.75
M33.48,26c0.8-0.05,37.67-3.01,40.77-3.25c3.19-0.25,5,1.75,5,4.25c0,4-0.22,40.84-0.23,56c0,3.48,0,5.72,0,6
M34.22,55.25c7.78-0.5,35.9-2.5,44.06-2.75
M34.23,86.5c10.52-0.75,34.15-2.12,43.81-2.25","dzień
słońce",,false,"Genki kanji 1-4
JLPT 5"
17,本,5,"一
木","ホン
ボン
ポン",もと,"M20.5,33.5c1.93,0.62,4.91,1.07,8.1,0.75C42.43,32.88,66,30.75,79.64,30c3.2-0.18,7.22,0.25,9.23,0.5
M52.1,11.12c1.25,1.25,2.05,3.23,2.05,4.99c0,0.84,0,57.16-0.02,76.76c-0.01,3.96-0.01,6.42-0.02,6.62
M51.75,33.5c0,1-0.41,2.22-1.29,3.88C43.62,50.25,30.12,65.5,13.25,75.5
M54.75,35.5c4.92,5.74,23.48,23.33,32.85,31.27c2.58,2.18,5.16,4.41,8.52,5.23
M33.88,73.92c1.5,0.46,2.74,0.75,5.3,0.59c9.95-0.63,21.2-2.13,27.96-2.95c1.93-0.23,3.62-0.31,6-0.02","książka
ten
ten sam
obecny
rzeczywisty
prawdziwy
przyrostek używany do liczenia podłużnych przedmiotów
podstawa",,false,"Genki kanji 1-4
JLPT 5"
18,人,2,人,"ジン
ニン","ひと
-り
-と","M54.5,20c0.37,2.12,0.23,4.03-0.22,6.27C51.68,39.48,38.25,72.25,16.5,87.25
M46,54.25c6.12,6,25.51,22.24,35.52,29.72c3.66,2.73,6.94,4.64,11.48,5.53",człowiek,,false,"Genki kanji 1-4
JLPT 5"
19,月,4,月,"ゲツ
ガツ",つき,"M34.25,16.25c1,1,1.48,2.38,1.5,4c0.38,33.62,2.38,59.38-11,73.25
M36.25,19c4.12-0.62,31.49-4.78,33.25-5c4-0.5,5.5,1.12,5.5,4.75c0,2.76-0.5,49.25-0.5,69.5c0,13-6.25,4-8.75,1.75
M37.25,38c10.25-1.5,27.25-3.75,36.25-4.5
M37,58.25c8.75-1.12,27-3.5,36.25-4","księżyc
miesiąc",,false,"Genki kanji 1-4
JLPT 5"
20,火,4,火,カ,"ひ
-び
ほ-","M24.25,34c3.27,3.33,8.5,13,9.5,17.75
M83,27.25c0.5,1.38,0.22,2.74-0.5,4.25c-2.38,5-7.5,12.12-12.75,17.25
M52.5,14.25c1,1.25,1.5,3.12,1.5,5C54,69,39.62,80,21,91.5
M52.75,50c12.49,14.06,25.01,28.42,33.62,36.13c2.7,2.42,4.9,4.02,8.38,4.87",ogień,,false,"Genki kanji 1-4
JLPT 5"
21,水,4,水,スイ,"みず
みず-","M52.77,15.08c1.08,1.08,1.67,2.49,1.76,5.52c0.4,14.55-0.26,62.16-0.26,67.12c0,9.78-7.52,0.03-9.02-1.22
M17.5,45.75c1.75,0.62,3.73,0.43,5.25,0C25.88,44.88,36.09,41,38.59,40s4.47,1.24,3.75,3.5C39,54,28.25,69,19,74.75
M81.22,27.5c-0.22,1.25-0.72,2.25-1.52,2.97c-5.64,5.1-12.45,9.78-22.45,13.78
M57,46c8.82,10.73,19.23,21.46,28.42,27.42c2.16,1.4,4.52,3,7.08,3.58",woda,,false,"Genki kanji 1-4
JLPT 5"
22,木,4,木,"ボク
モク","き
こ-","M19.5,39.86c2.45,0.57,5.23,0.8,8.04,0.57C40.75,39.38,63,36.5,79.78,36.15c2.8-0.06,4.54,0.1,7.34,0.5
M51.75,10.5c1.19,1.19,2,3,2,5c0,8.65,0,55.15-0.14,74.75c-0.03,4.19-0.07,7.15-0.11,8.25
M50.75,39.5c0,1.12-0.61,2.44-1.42,3.95C41.75,57.5,26.7,73.93,15.75,80.25
M54.5,39c4.62,6,23,25.75,31.76,34.61c2.27,2.29,4.61,4.39,7.49,5.64",drzewo,,false,"Genki kanji 1-4
JLPT 5"
23,金,8,金,"キン
コン
ゴン","かね
かな-
-がね","M51.75,11.88c0.25,1.52-0.22,3.57-0.8,4.84C47.73,23.79,33.13,47.1,14.5,58
M52.25,18.25c9.5,7.5,34.14,30.88,37.21,32.67c3.12,1.82,4.14,2.66,5.54,2.83
M34.02,47.08c1.69,0.65,3.85,0.36,5.6,0.21c6.91-0.6,14.33-1.69,23.99-2.64c2.07-0.2,4.1-0.4,6.15,0.12
M30.18,64.96c1.95,0.67,4.47,0.31,6.47,0.12c9.24-0.87,17.42-1.58,31.35-2.53c2.3-0.16,4.68-0.36,6.96,0.08
M51.47,48.82c0.89,0.85,0.89,3.76,0.89,4.43c0,3.64,0.27,38.71,0.22,39.82
M31,74.75c3.25,3,7.48,9.27,8.5,12
M73.01,72.11c0.24,1.14,0.11,2.46-0.54,3.51C70.38,79,66.44,83.22,63,86
M18.5,94.86c2.88,1.01,6.41,0.4,9.37,0.15c16.55-1.42,32.95-2.12,51.51-3c3.13-0.15,6.32-0.27,9.38,0.59","złoto
pieniądze
metal",,false,"Genki kanji 1-4
JLPT 5"
24,土,3,土,"ド
ト",つち,"M26.63,50.89c1.63,0.4,4.64,0.6,6.26,0.4C43.5,50,62.12,48,75.66,46.92c2.71-0.22,4.36,0.19,5.72,0.39
M52.17,17.37c1.17,1.17,2.02,3.13,2.02,4.64c0,10.25,0.14,61.06,0.14,63.36
M15.38,87.73c2.12,0.54,6.01,0.73,8.12,0.54C46,86.25,69,84.62,90.34,83.79c3.53-0.14,5.65,0.26,7.41,0.53","ziemia
klepisko",,false,"Genki kanji 1-4
JLPT 5"
25,曜,18,"ヨ
日
隹",ヨウ,,"M15.5,29.81c1,0.69,1.61,2.1,1.61,3.52c0,1.42-0.2,40.33-0.2,41.04c0,0.71-0.05,1.76-0.05,2.88
M18.06,31.1c4.41-0.66,14.19-2.61,15.41-2.61c1.78,0,2.54,1.75,2.54,3.02c0,2.14-0.31,25.27-0.3,40.9c0,1.61-0.1,2.31-0.1,3.38
M18.42,51.59c3.71-0.46,11.71-1.59,15.98-2.03
M18.12,74.29c4.38-0.42,10.63-1.67,16.08-2.17
M41.5,16.5c1.5,0.75,2.5,0.75,4.75,0.5S56.5,15.5,58,15.25s3.5,1.5,3.5,3c0,1.22-0.17,14.07-0.23,20c-0.01,1.35-0.02,2.33-0.02,2.75
M43.75,28.25c1.25,0.38,2.98,0.16,4,0c2.38-0.38,9.75-2,12-2.25
M45,38.75c1.25,0.38,2.5,0.25,3.5,0s9.25-2,11.5-2.25
M70.75,14.75c1.5,0.75,2.75,1,5,0.75s12.5-1.75,14-2s3.5,1.5,3.5,3c0,1.19-0.16,13.38-0.22,19.5C93.01,37.6,93,38.78,93,39.25
M74.25,24.5c1.25,0.5,2.99,0.45,4,0.25c2.5-0.5,11.25-2,13.5-2.25
M74,35.75c1.5,0.38,3,0.25,4,0s11.5-2,13.75-2.25
M54.25,45c0.15,1.27-0.04,2.93-0.52,4.02c-3.07,6.93-6.95,12.8-13.98,21.23
M50.55,57.79c0.45,0.96,0.65,1.7,0.7,2.95c0.24,7.07-0.2,22.81-0.27,31.26c-0.02,2.51-0.01,4.47,0.06,5.5
M74.25,42.75c0.05,0.54-0.01,1.25-0.17,1.72c-1,2.96-2.27,5.25-4.57,8.86
M50.98,56.53c5.87-0.68,25.46-2.41,34.02-3.27c1.92-0.19,3.25-0.26,4.86,0.08
M69.83,55.88c0.67,1.12,1.12,2.27,1.12,2.83c0,5.71,0.29,22.65,0.08,31.64
M52.51,68.36c5.25-0.53,21.05-2.1,29.5-2.84c2-0.17,3.25-0.02,4.91,0.03
M52.18,79.71c5.66-0.46,22.39-1.91,31.08-2.66c2.3-0.2,3.23-0.05,4.61,0.09
M52.11,93.02c5.61-0.65,26.25-2.06,36.63-2.86c2.93-0.23,4.26-0.16,5.7,0","dzień powszechny
dzień tygodnia",,false,"Genki kanji 1-4
JLPT 4"
26,上,3,"一
卜","ジョウ
ショウ
シャン","うえ
-うえ
うわ-
かみ
あ.げる
-あ.げる
あ.がる
-あ.がる
あ.がり
-あ.がり
のぼ.る
のぼ.り
のぼ.せる
のぼ.す
よ.す","M52.31,15.88c1.15,1.15,2.01,3.12,2.01,5.12c0,0.82-0.22,63.62-0.25,64.63
M58,44.75c7-0.62,14.25-2.5,17.75-3c1.38-0.2,3.5-0.38,4.75,0
M13.38,88.28c3.6,1.15,7.45,0.62,11.13,0.34c16.23-1.23,41.16-2.66,60.24-2.92c3.65-0.05,7.47-0.32,11,0.82","góra
górna część
szczyt
na
podnieść się
wpisać się
wnosić się",,false,"Genki kanji 1-4
JLPT 5"
27,下,3,"｜
一
卜","カ
ゲ","した
しも
もと
さ.げる
さ.がる
くだ.る
くだ.り
くだ.す
-くだ.す
くだ.さる
お.ろす
お.りる","M13.25,22.5c0.94,0.23,5.18,0.96,7.74,0.75c17.87-1.5,46.54-4.75,66.38-4.75c2.92,0,6.42,0.75,7.88,1.25
M52.97,23.25c0.93,1.07,1.56,2.75,1.56,5.3c0,8.65-0.2,39.42-0.27,57.2c-0.02,3.86-0.02,5.89-0.02,8.25
M67.83,37.17C72.75,39.5,79.88,47.62,82,52.12","pod
spód
podstawa
niższa część
zniżać
obniżać
zwisać
spadać
wysiadać (np. z samochodu)
zejść na dół
dać",,false,"Genki kanji 1-4
JLPT 5"
28,中,4,"｜
口","チュウ
ジュウ","なか
うち
あた.る","M19.89,36.87c1,1,1.74,2.25,2.01,3.65c1.13,5.71,2.58,13.06,4.17,22.97c0.27,1.68,0.55,4.43,0.83,6.26
M23.33,39.51C37.12,37.62,70.88,34,84,33.24c4.38-0.25,6,1.14,5.12,4.42c-1.53,5.7-5.61,20.18-6.12,22.09
M27.74,64.84C40.12,63.62,61.86,62.2,79,60.77c2.36-0.2,5.75-0.27,7.25-0.27
M52.5,11.5c1.44,1.44,2.25,3.5,2.25,5.06c0,0.9,0.06,56.6-0.15,76.69c-0.03,3.3-0.07,5.6-0.1,6.5","środek
pomiędzy
średni
przeciętny
wewnątrz
podczas
w czasie
przez",,false,"Genki kanji 1-4
JLPT 5"
29,半,5,"｜
二
并
十",ハン,なか.ば,"M26.02,22.58c3.9,2.41,10.07,9.89,11.04,13.63
M82.75,18.75c0.16,1.19-0.39,2.25-1.01,3.2c-2.57,3.96-7.16,8.76-12.62,12.92
M28.3,48.57c1.78,0.38,5.07,0.21,6.83,0.03c10.62-1.09,29.12-2.99,38.5-3.67c2.97-0.22,4.75-0.17,6.24,0.02
M13.5,67.22c2.25,0.91,6.85,1.03,9.22,0.78c18.28-1.87,40.4-3.58,62.61-4.38c4-0.14,6.41,0.25,8.42,0.52
M52.67,11.5c1.23,1.23,1.85,3.17,1.85,4.4c0,7.6,0.1,54.35,0.1,75.1c0,3.18-0.07,5.46-0.11,6.5","połowa
pół
nieparzysty numer
częściowo",,false,"Genki kanji 1-4
JLPT 5"
30,山,3,山,"サン
セン",やま,"M52.49,15.5c1.38,1.38,2.26,3.5,2.26,5.75c0,0.75-0.22,58.3-0.25,59.25
M21.49,54.5c0.88,0.88,1.39,2.25,1.26,3.75c-0.58,6.99-1,16-2.5,23c-0.7,3.26,0.11,4,2,3.75c17-2.25,47.12-5.12,65.5-6
M89.24,49c0.94,0.94,1.64,2.38,1.51,4.25c-0.25,3.68-1.83,20.3-2.55,28.77c-0.22,2.64-0.39,4.51-0.45,4.98",góra,,false,"Genki kanji 1-5
JLPT 5"
31,川,3,川,セン,かわ,"M27.22,25.68c0.91,1.57,1.18,3.45,1.19,5.37C28.5,43.5,28.5,69,17.39,84.15
M53.75,23.63c0.94,0.94,1.41,2.37,1.41,3.9c0,0.58-0.01,28.48-0.08,41.71c-0.02,3.31-0.04,5.74-0.06,6.63
M85.56,15.63c1.09,1.09,1.76,2.62,1.76,4.25c0,0.74,0.23,46.86,0.09,66.12c-0.03,4.31-0.06,7.61-0.09,8.63","rzeka
strumyk",,false,"Genki kanji 1-5
JLPT 5"
32,元,4,"二
儿
元","ゲン
ガン",もと,"M28.59,21.36c1.78,0.33,5.04,0.48,6.82,0.33c10.84-0.94,21.52-2.57,32.08-3.03c2.96-0.13,4.75,0.16,6.23,0.32
M16.13,44.06c2.16,0.47,5.88,0.62,8.04,0.47c18.08-1.27,36.71-3.9,56.39-4.5c3.6-0.11,5.77,0.22,7.57,0.46
M41.29,46.69c0.59,1.18,0.74,2.97,0.36,4.44c-2.9,11.36-8.78,27.99-25.4,41.36
M56.7,44.12c1.53,1.53,2,3.11,2,5.66c0,9.59,0.01,19.49,0.01,27.97c0,14.38,1.03,15.62,18.28,15.62c14.88,0,16.14-1.12,16.14-12.69","położenie
podstawa
fundament
pochodzenie",,false,"Genki kanji 1-5
JLPT 4"
33,気,6,"气
丶
ノ","キ
ケ",いき,"M37.75,9.25c0.25,1.62-0.25,2.75-1,4.25C35.63,15.74,28,25.25,24,29
M36.5,21.25c1.33-0.03,3.29-0.05,4.8-0.32c9.2-1.68,18.17-3.46,26.98-5.27c1.63-0.33,3.71-0.64,5.21-0.91
M31.25,32.75c1.5,0.38,3.3,0.26,4.96,0.08c7.67-0.83,19.54-2.58,29.14-4.39c1.94-0.37,3.64-0.41,4.91-0.45
M18.5,47c1.88,0.75,4,0.88,6.25,0.5c15.08-2.51,35-5.62,48.25-8c4.73-0.85,5.6,0.47,4.5,6.25c-4,21,0.71,40.32,11.5,50c7.25,6.5,6.5,0.75,6-5.25
M57,51.75c0.12,1.62-0.17,3.03-1,4.75C49.5,70,40.25,82.75,25.75,93.25
M30,63.75C41.5,68,54.5,78,62.25,90.5","duch
stan",,false,"Genki kanji 1-5
JLPT 5"
34,天,4,"一
大",テン,"あまつ
あめ
あま-","M21.63,24.83c1.81,0.46,5.14,0.4,6.94,0.21c14.55-1.53,35.18-4.16,50.1-5.25c3.01-0.22,4.83,0.22,6.34,0.45
M25.31,51.64c2.09,0.31,3.47,0.4,5.94,0.11c10.62-1.25,35.88-4.38,45.96-4.93c1.74-0.1,3.62,0.03,5.99,0.45
M50.32,26c0.68,1,1.3,3.43,1.29,5.37c-0.24,30.51-14.86,50.88-33.86,60.25
M50.1,51.39C58.71,60,75.07,78.48,86.59,87.05c2.33,1.73,4.41,3.08,7.91,4.2","niebo
nieboskłon
firmament niebieski",,false,"Genki kanji 1-5
JLPT 5"
35,私,7,"禾
厶",シ,"わたくし
わたし","M45.24,13.5c0.01,1-0.5,2.25-1.43,2.99C39.75,19.75,31.75,23.88,18.75,29
M11.62,44.6c2.63,0.78,5.51,0.5,7.28,0.17c9.98-1.89,22.62-3.29,30.72-4.06c1.29-0.12,3.13-0.21,4.36,0.12
M36.08,26.66c0.95,0.95,1.41,2.84,1.41,4.69c0,3.83,0,40.18-0.04,55.4c-0.01,3.25-0.02,5.59-0.03,6.5
M35.93,43.47c0,1.03-0.71,2.97-1.36,4.2C29.27,57.83,21.15,69.5,10.5,77.5
M41,49.75c4.4,2.51,8.13,7.52,10.5,10.75
M73.3,31.9c0.32,1.22,0.34,2.31-0.06,3.51C68.25,50.5,59.75,65.25,52.08,78.31c-2.12,3.61-1.6,5.03,1.88,3.89C66,78.25,76.62,74.12,88.28,69.98
M82.81,60.54c4.45,4.37,11.49,17.97,12.61,24.77","ja
prywatny",,false,"Genki kanji 1-5
JLPT 4"
36,今,4,"个
一","コン
キン",いま,"M49.42,14.25c0.1,1.11-0.11,2.93-0.71,4.47C44.5,29.5,32,47.25,11.5,61.75
M50.66,18.99c6.1,7.28,32.37,31.03,39.1,36.36c2.28,1.81,5.21,2.58,7.49,3.09
M39.23,50.26c1.27,0.24,2.64,0.37,4.13,0.18c5.39-0.68,11.02-1.69,15.86-2.31c1.8-0.23,3.66-0.38,4.8-0.08
M33.25,67.75c2.12,0.38,3.57,0.61,6,0.25c6.31-0.93,18.5-3.25,25.24-4.44C68.48,62.85,70,65,68,68.75C63.33,77.5,58.75,85,53,94.5",teraz,,false,"Genki kanji 1-5
JLPT 5"
37,田,5,田,デン,た,"M18.25,27.48c1.2,1.2,2.11,2.68,2.28,3.95C22,42.25,23.52,62.11,24.81,80c0.17,2.4,0.34,3.75,0.49,6
M20.85,29.29c8.52-0.54,50.04-3.17,61.58-4.05c4.84-0.37,7.32,2.01,7.04,5.63c-0.69,8.8-2.83,30.69-3.99,46.64c-0.18,2.44-0.34,4.75-0.47,6.86
M53.25,29c0.88,0.88,1.19,2.12,1.19,3.5c0,9.52,0.31,46.37,0.31,47.25
M24,55.5c5.75-0.5,55.12-3.25,62.5-3.5
M25.98,83.07c14.77-0.82,39.39-2.07,58.18-2.83","pole ryżowe
plantacja ryżu",,false,"Genki kanji 1-5
JLPT 4"
38,女,3,女,"ジョ
ニョ
ニョウ","おんな
め","M53.21,18.37c0.54,2.13,0.26,3.41-0.25,5.25C50.38,33,42.62,52.75,35.75,64c-1.39,2.27-1,3.5,1,3.5c11.63,0,28.46,7.48,38.83,16.41c2.56,2.21,4.68,4.51,6.17,6.84
M69.62,42.18c0.5,1.7,0.63,3.57-0.01,5.93C65.93,61.8,54.61,81.6,27,91.75
M13.88,50.43c3.48,1.39,7.26,0.85,10.88,0.53c19.52-1.7,42.04-4.08,60.61-4.63c3.66-0.11,7.21-0.1,10.62,1.42","kobieta
dziewczyna",,false,"Genki kanji 1-5
JLPT 5"
